"sub","block","balloon","pump","explode.or.not"
1,3,4,3,0
1,3,5,12,0
1,3,6,41,0
1,3,7,21,0
1,3,15,26,1
1,3,16,22,0
1,3,18,20,1
1,3,21,21,0
1,3,23,23,0
1,3,24,31,0
1,3,71,28,0
1,3,72,1,1
1,3,73,23,0
1,3,74,26,0
1,3,75,27,0
1,3,76,32,0
1,3,77,42,0
1,3,78,21,1
1,3,79,34,0
1,3,80,39,0
1,3,81,21,1
1,3,82,24,0
1,3,83,29,0
1,3,84,29,0
1,3,85,34,0
1,3,86,39,0
1,3,87,42,0
1,3,88,45,0
1,3,89,49,0
1,3,90,47,0
