6,2,1,7,1
6,2,2,2,1
6,2,3,1,1
6,3,4,3,0
6,3,5,12,0
6,3,6,41,0
6,3,7,21,0
6,1,8,3,1
6,2,9,4,0
6,1,10,4,1
6,1,11,5,0
6,1,12,2,1
6,2,13,12,1
6,2,14,6,0
6,3,15,26,1
6,3,16,22,0
6,2,17,8,0
6,3,18,20,1
6,2,19,13,1
6,1,20,4,1
6,3,21,21,0
6,1,22,2,0
6,3,23,23,0
6,3,24,31,0
6,1,25,4,1
6,1,26,2,0
6,1,27,1,1
6,1,28,1,0
6,2,29,8,1
6,2,30,6,0
6,1,31,1,0
6,1,32,1,0
6,1,33,1,1
6,1,34,1,0
6,1,35,1,0
6,1,36,1,0
6,1,37,1,0
6,1,38,1,1
6,1,39,1,0
6,1,40,3,1
6,1,41,5,1
6,1,42,2,0
6,1,43,2,0
6,1,44,2,1
6,1,45,1,0
6,1,46,2,0
6,1,47,2,0
6,1,48,2,0
6,1,49,2,1
6,1,50,2,0
6,2,51,7,1
6,2,52,5,0
6,2,53,6,0
6,2,54,4,1
6,2,55,6,0
6,2,56,2,1
6,2,57,9,1
6,2,58,6,0
6,2,59,6,0
6,2,60,1,1
6,2,61,1,0
6,2,62,4,1
6,2,63,1,1
6,2,64,3,0
6,2,65,6,0
6,2,66,5,1
6,2,67,3,1
6,2,68,5,0
6,2,69,1,1
6,2,70,6,0
6,3,71,28,0
6,3,72,1,1
6,3,73,23,0
6,3,74,26,0
6,3,75,27,0
6,3,76,32,0
6,3,77,42,0
6,3,78,21,1
6,3,79,34,0
6,3,80,39,0
6,3,81,21,1
6,3,82,24,0
6,3,83,29,0
6,3,84,29,0
6,3,85,34,0
6,3,86,39,0
6,3,87,42,0
6,3,88,45,0
6,3,89,49,0
6,3,90,47,0
   ,,,,
