"sub","block","balloon","pump","explode.or.not"
1,1,8,3,1
1,1,10,4,1
1,1,11,5,0
1,1,12,2,1
1,1,20,4,1
1,1,22,2,0
1,1,25,4,1
1,1,26,2,0
1,1,27,1,1
1,1,28,1,0
1,1,31,1,0
1,1,32,1,0
1,1,33,1,1
1,1,34,1,0
1,1,35,1,0
1,1,36,1,0
1,1,37,1,0
1,1,38,1,1
1,1,39,1,0
1,1,40,3,1
1,1,41,5,1
1,1,42,2,0
1,1,43,2,0
1,1,44,2,1
1,1,45,1,0
1,1,46,2,0
1,1,47,2,0
1,1,48,2,0
1,1,49,2,1
1,1,50,2,0
