"sub","block","balloon","pump","explode.or.not"
1,2,1,7,1
1,2,2,2,1
1,2,3,1,1
1,2,9,4,0
1,2,13,12,1
1,2,14,6,0
1,2,17,8,0
1,2,19,13,1
1,2,29,8,1
1,2,30,6,0
1,2,51,7,1
1,2,52,5,0
1,2,53,6,0
1,2,54,4,1
1,2,55,6,0
1,2,56,2,1
1,2,57,9,1
1,2,58,6,0
1,2,59,6,0
1,2,60,1,1
1,2,61,1,0
1,2,62,4,1
1,2,63,1,1
1,2,64,3,0
1,2,65,6,0
1,2,66,5,1
1,2,67,3,1
1,2,68,5,0
1,2,69,1,1
1,2,70,6,0
