5,2,1,12,1
5,3,2,13,1
5,1,3,5,1
5,2,4,10,1
5,3,5,5,0
5,1,6,4,1
5,3,7,8,0
5,2,8,7,1
5,1,9,6,0
5,3,10,10,0
5,2,11,2,1
5,1,12,5,1
5,1,13,5,1
5,2,14,6,0
5,1,15,3,1
5,3,16,8,0
5,2,17,16,1
5,3,18,8,0
5,1,19,2,1
5,3,20,4,0
5,2,21,5,1
5,3,22,8,0
5,1,23,3,1
5,2,24,8,0
5,2,25,1,1
5,1,26,4,1
5,2,27,5,1
5,3,28,5,0
5,3,29,5,0
5,1,30,2,1
5,1,31,5,0
5,1,32,4,1
5,1,33,7,1
5,1,34,2,1
5,1,35,7,1
5,1,36,2,0
5,1,37,2,1
5,1,38,1,0
5,1,39,1,0
5,1,40,1,0
5,1,41,1,0
5,1,42,2,1
5,1,43,1,0
5,1,44,1,0
5,1,45,1,0
5,1,46,1,0
5,1,47,1,1
5,1,48,1,0
5,1,49,1,0
5,1,50,1,0
5,2,51,1,0
5,2,52,1,0
5,2,53,5,0
5,2,54,5,0
5,2,55,5,0
5,2,56,2,1
5,2,57,3,1
5,2,58,5,0
5,2,59,1,1
5,2,60,2,1
5,2,61,10,1
5,2,62,6,0
5,2,63,6,0
5,2,64,7,0
5,2,65,7,1
5,2,66,5,1
5,2,67,6,1
5,2,68,6,0
5,2,69,4,1
5,2,70,6,1
5,3,71,5,0
5,3,72,5,0
5,3,73,10,0
5,3,74,5,0
5,3,75,13,0
5,3,76,5,0
5,3,77,40,0
5,3,78,43,1
5,3,79,12,0
5,3,80,26,0
5,3,81,18,1
5,3,82,14,1
5,3,83,13,0
5,3,84,9,0
5,3,85,10,0
5,3,86,42,0
5,3,87,11,1
5,3,88,72,1
5,3,89,4,1
5,3,90,44,0
    ,,,,
