"sub","block","balloon","pump","explode.or.not"
1,1,4,5,1
1,1,7,4,1
1,1,8,3,1
1,1,13,6,1
1,1,15,1,1
1,1,16,5,1
1,1,17,2,1
1,1,18,1,1
1,1,19,7,1
1,1,28,7,1
1,1,31,3,1
1,1,32,1,1
1,1,33,4,1
1,1,34,6,1
1,1,35,1,1
1,1,36,3,1
1,1,37,5,1
1,1,38,8,1
1,1,39,1,1
1,1,40,7,1
1,1,41,8,1
1,1,42,1,1
1,1,43,6,1
1,1,44,4,1
1,1,45,1,1
1,1,46,3,1
1,1,47,4,1
1,1,48,2,1
1,1,49,7,1
1,1,50,4,1
