"sub","block","balloon","pump","explode.or.not"
1,2,1,13,1
1,2,3,12,1
1,2,4,1,1
1,2,5,6,0
1,2,13,8,1
1,2,16,2,0
1,2,26,9,0
1,2,27,1,1
1,2,29,3,1
1,2,30,1,0
1,2,51,5,1
1,2,52,4,0
1,2,53,5,0
1,2,54,11,1
1,2,55,7,0
1,2,56,2,1
1,2,57,1,0
1,2,58,8,1
1,2,59,9,0
1,2,60,2,1
1,2,61,13,1
1,2,62,10,0
1,2,63,6,0
1,2,64,8,1
1,2,65,3,1
1,2,66,1,1
1,2,67,7,1
1,2,68,4,1
1,2,69,1,1
1,2,70,6,0
