"sub","block","balloon","pump","explode.or.not"
1,1,2,3,1
1,1,8,2,1
1,1,11,1,0
1,1,12,5,1
1,1,14,3,0
1,1,15,4,0
1,1,18,4,1
1,1,19,2,1
1,1,21,1,1
1,1,25,1,1
1,1,31,6,1
1,1,32,8,1
1,1,33,2,1
1,1,34,2,1
1,1,35,4,1
1,1,36,3,0
1,1,37,4,1
1,1,38,3,0
1,1,39,1,1
1,1,40,1,1
1,1,41,1,1
1,1,42,1,0
1,1,43,7,1
1,1,44,3,0
1,1,45,3,0
1,1,46,2,1
1,1,47,5,1
1,1,48,3,0
1,1,49,2,1
1,1,50,1,1
