"sub","block","balloon","pump","explode.or.not"
1,3,3,23,0
1,3,10,21,0
1,3,14,26,0
1,3,20,8,1
1,3,21,32,0
1,3,22,38,0
1,3,23,38,0
1,3,25,56,0
1,3,29,19,1
1,3,30,46,1
1,3,71,49,0
1,3,72,100,1
1,3,73,11,1
1,3,74,14,1
1,3,75,46,1
1,3,76,12,1
1,3,77,47,0
1,3,78,66,0
1,3,79,57,1
1,3,80,57,0
1,3,81,51,0
1,3,82,69,0
1,3,83,34,1
1,3,84,8,1
1,3,85,59,0
1,3,86,43,1
1,3,87,60,0
1,3,88,22,1
1,3,89,18,1
1,3,90,52,0
